q1 01,82.2
q4 01,83.4
q3 02,85
q2 03,85.8
q1 04,86.6
q4 04,87
q3 05,87.4
q2 06,88
q1 07,88.9
q4 07,90.5
q3 08,91
q2 09,91.9
q1 10,93.1
q4 10,94
q3 11,94.7
q2 12,96.1
q1 13,97
q4 13,97.6
q3 14,99
q2 15,99.9
q1 16,100.6
q4 16,101
q3 17,101.4
q2 18,102.7
q1 19,104.3
q4 19,105.6
q3 20,106.9
q2 21,108.7
